Unnamed: 0,id,province,prefecture,county,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,prefecture_eng,region,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,region_codes
3528,16591,云南省,昆明市,寻甸回族彝族自治县,-1,17,2,0,5,1,1,2,1,4,0,2,24000,4,17300,7,6000,2,1250,2.5,30,1,1,37.5,-99,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,1,0,0,0,1,0,0,0,0,0,Kunming,1,3,0,0,0,0,0,1,0,0,0,1,0,0,1,7
3529,16593,云南省,玉溪市,新平彝族傣族自治县,-1,33,3,1,4,2,5,2,4,4,2,2,20000,3,163900,5,6666.666667,3,1250,2.033,32.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Yuxi,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,7
3530,16595,云南省,昆明市,寻甸回族彝族自治县,1,65,4,0,4,1,-99,2,4,4,0,3,30000,5,45500,7,6000,6,1333.333,2.258,39.375,2,-99,90,-99,2,-99,-99,-99,-99,3,-99,-99,-99,1,-99,-99,-99,9998,1,0,7,0,0,0,0,0,0,0,0,0,0,0,Kunming,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,7
3531,16597,云南省,玉溪市,新平彝族傣族自治县,-1,34,2,1,4,4,-99,2,4,4,2,4,60000,4,-99,7,15000,3,-99,2,30,1,3,22.5,1,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,1,0,Yuxi,1,2,0,0,0,0,0,0,1,0,0,2,0,0,1,7
3532,16604,云南省,玉溪市,新平彝族傣族自治县,1,18,3,0,5,1,-99,3,4,4,0,1,8000,4,19700,7,2000,2,1500,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Yuxi,1,3,0,0,0,0,0,1,0,0,0,1,0,0,1,7
3533,16606,云南省,昭通市,巧家县,1,39,3,0,4,2,2,-99,2,3,2,4,80000,4,-99,7,20000,3,1375,1.667,35,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Zhaotong,1,2,0,0,0,0,0,0,1,0,0,2,0,0,1,7
3534,16611,云南省,昭通市,巧家县,-1,37,3,1,5,1,-99,3,3,4,2,5,110000,4,35900,7,27500,6,1112.5,2.025,67.5,1,2,37.5,-99,1,1.5,2666.667,90,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Zhaotong,1,2,0,0,0,0,0,0,1,0,0,1,1,1,1,7
3535,16614,云南省,昆明市,寻甸回族彝族自治县,-1,59,3,1,4,4,5,2,3,4,0,3,30000,2,35000,7,15000,5,916.667,1.607,18.75,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Kunming,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,7
3536,16616,云南省,昆明市,寻甸回族彝族自治县,-1,19,2,0,4,1,2,-99,3,4,0,3,40000,4,22000,7,10000,2,1250,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,1,2.75,-99,-99,10000,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,Kunming,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3537,16620,云南省,玉溪市,新平彝族傣族自治县,1,49,2,0,4,1,-99,-99,4,4,0,1,5000,1,-99,7,5000,2,-99,-99,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Yuxi,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
3538,16631,云南省,大理白族自治州,剑川县,-1,42,2,1,4,1,3,-99,2,3,2,7,-99,5,35000,7,1999999.6,2,850,3,30,1,2,22.5,-99,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Dali,1,7,0,0,0,0,0,0,0,0,1,1,2,1,1,7
3539,16638,云南省,昭通市,巧家县,1,23,3,0,5,6,-99,-99,2,3,0,3,50000,3,110000,7,16666.66667,2,-99,2,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,1,Zhaotong,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,7
3540,16640,云南省,昭通市,巧家县,1,53,1,0,4,1,3,2,4,3,1,2,12000,3,39000,7,4000,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Zhaotong,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3541,16641,云南省,大理白族自治州,剑川县,1,68,2,0,4,1,-99,2,3,2,0,7,-99,4,14000,7,2499999.5,2,1500,2.5,22.5,1,1,37.5,-99,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Dali,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,7
3542,16647,云南省,昆明市,寻甸回族彝族自治县,-1,47,3,0,4,1,-99,-99,2,4,1,1,10000,4,20000,7,2500,1,-99,2,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,0,3.5,40,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,0,1,Kunming,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3543,16654,云南省,昆明市,寻甸回族彝族自治县,-1,75,2,0,4,1,-99,2,4,4,0,0,1500,2,5000,7,750,2,150,1.5,63.75,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Kunming,1,6,0,0,0,1,0,0,0,0,0,0,2,1,0,7
3544,16659,云南省,昭通市,巧家县,-1,18,3,1,4,6,-99,-99,4,4,0,4,80000,3,200000,7,26666.66667,2,725,0.928,30,1,0.857,52.5,-99,1,-99,-99,-99,-99,0,2.5,25,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,1,0,0,0,Zhaotong,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3545,16663,云南省,昆明市,寻甸回族彝族自治县,-1,35,1,0,4,2,5,-99,2,2,2,3,40000,2,20000,3,20000,3,850,1.81,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Kunming,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
3546,16669,云南省,昆明市,寻甸回族彝族自治县,1,26,3,0,5,1,-99,2,5,4,2,3,30000,4,17200,7,7500,4,1200,1.632,26.25,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Kunming,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,7
3547,16673,云南省,大理白族自治州,剑川县,1,33,2,0,4,6,-99,3,3,3,2,5,120000,2,7200,7,60000,2,1175,2,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Dali,1,10,0,0,0,0,0,0,0,0,0,0,1,1,0,7
3548,16674,云南省,大理白族自治州,剑川县,-1,65,2,0,4,3,5,5,1,4,2,1,3000,2,2550,7,1500,2,725,2,45,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Dali,1,7,0,0,0,0,0,0,0,0,1,3,2,1,1,7
3549,16687,云南省,玉溪市,新平彝族傣族自治县,1,28,1,1,5,3,3,3,4,4,2,3,30000,3,-99,7,10000,5,1312.5,2.107,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Yuxi,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,7
3550,16690,云南省,大理白族自治州,剑川县,1,27,3,0,5,1,-99,-99,4,4,2,3,50000,4,36000,7,12500,2,1250,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Dali,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,7
3551,16693,云南省,大理白族自治州,剑川县,1,57,3,0,4,1,-99,2,3,4,1,3,30000,5,13000,7,6000,3,1050,1.678,37.5,1,0.857,37.5,-99,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,1,0,0,0,0,0,0,0,Dali,1,7,0,0,0,0,0,0,0,0,1,2,1,1,1,7
3552,16695,云南省,玉溪市,新平彝族傣族自治县,-1,39,3,0,4,2,-99,3,4,3,1,2,12000,4,15000,7,3000,2,600,1.05,45,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
3553,16696,云南省,昆明市,寻甸回族彝族自治县,-1,83,4,1,4,1,5,1,4,5,0,1,10000,3,17000,7,3333.333333,6,950,1.857,26.25,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Kunming,1,7,0,0,0,0,0,0,0,0,1,1,1,1,1,7
3554,16698,云南省,大理白族自治州,剑川县,-1,54,4,0,4,1,-99,-99,3,4,1,3,30000,3,-99,7,10000,2,725,2.5,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Dali,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3555,16705,云南省,昆明市,寻甸回族彝族自治县,1,41,2,0,4,2,2,3,3,4,1,2,15000,4,12000,7,3750,3,825,1.333,55,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,1,2.25,11,7.5,-99,1,0.75,2,11,0,0,0,0,0,0,0,0,0,1,Kunming,1,2,0,0,0,0,0,0,1,0,0,2,0,0,1,7
3556,16708,云南省,玉溪市,新平彝族傣族自治县,-1,64,3,1,4,1,3,3,4,5,0,2,24000,2,-99,7,12000,2,600,2,63.75,1,1,90,-99,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,6,0,0,0,1,0,0,0,0,0,0,2,1,0,7
3557,16710,云南省,大理白族自治州,剑川县,-1,53,3,0,4,1,3,3,4,3,0,3,50000,4,-99,7,12500,2,925,1.714,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Dali,1,7,0,0,0,0,0,0,0,0,1,2,0,0,1,7
3558,16720,云南省,玉溪市,新平彝族傣族自治县,-1,61,3,0,4,1,-99,2,4,4,1,7,-99,3,-99,7,3333332.667,2,-99,2.5,56.25,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,7
3559,16721,云南省,昆明市,寻甸回族彝族自治县,1,36,4,1,4,1,-99,-99,4,2,1,2,12000,4,31500,7,3000,4,1500,1.632,60,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Kunming,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
3560,16722,云南省,大理白族自治州,剑川县,1,50,4,0,4,2,3,3,2,4,2,3,35000,3,27300,7,11666.66667,5,1066.667,0.882,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,0,Dali,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,7
3561,16728,云南省,大理白族自治州,剑川县,1,35,3,0,4,1,-99,2,4,4,1,5,200000,5,18600,7,40000,2,-99,3,22.5,2,2.5,116.25,1,2,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,1,0,0,0,0,0,Dali,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,7
3562,16732,云南省,昆明市,寻甸回族彝族自治县,-1,50,3,0,4,1,-99,2,4,5,0,2,15000,1,15000,7,15000,6,983.333,1.964,56.25,1,2,52.5,-99,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Kunming,1,7,0,0,0,0,0,0,0,0,1,2,2,1,1,7
3563,16733,云南省,玉溪市,新平彝族傣族自治县,1,54,3,0,4,2,5,3,4,4,1,1,10000,2,4000,7,5000,3,-99,1.476,47.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
3564,16736,云南省,大理白族自治州,剑川县,-1,44,4,0,6,3,-99,1,5,4,1,4,100000,5,-99,7,20000,8,-99,1.75,108.75,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,1,-99,-99,6,15000,1,0,0,0,1,0,0,0,1,0,0,0,0,1,Dali,1,7,0,0,0,0,0,0,0,0,1,0,1,1,0,7
3565,16737,云南省,昆明市,寻甸回族彝族自治县,-1,47,4,0,4,2,-99,2,3,5,1,3,40000,3,20000,7,13333.33333,2,850,2,22.5,1,0.429,22.5,1,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Kunming,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3566,16742,云南省,大理白族自治州,剑川县,-1,62,3,0,4,1,-99,-99,4,4,0,7,-99,6,-99,7,1666666.333,3,-99,2.667,25,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,1,-99,-99,-99,-99,1,0,7,0,0,0,0,0,0,0,0,0,0,0,Dali,1,7,0,0,0,0,0,0,0,0,1,2,2,1,1,7
3567,16745,云南省,玉溪市,新平彝族傣族自治县,-1,39,2,0,4,2,-99,3,4,4,1,1,4000,4,4900,7,1000,3,-99,0.953,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,1,0,1,Yuxi,1,2,0,0,0,0,0,0,1,0,0,2,0,0,1,7
3568,16752,云南省,玉溪市,新平彝族傣族自治县,1,41,2,0,4,1,-99,-99,4,4,1,3,30000,4,30500,7,7500,2,1250,3,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,2,0,0,0,0,0,0,1,0,0,2,0,0,1,7
3569,16753,云南省,玉溪市,新平彝族傣族自治县,-1,62,2,1,4,1,3,-99,4,4,0,4,76800,5,-99,7,15360,5,766.667,1.258,35,1,2,22.5,1,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Yuxi,1,7,0,0,0,0,0,0,0,0,1,1,2,1,1,7
3570,16754,云南省,玉溪市,新平彝族傣族自治县,1,60,3,0,1,2,-99,2,3,4,1,2,20000,2,7800,7,10000,2,-99,1.928,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,1,0,1,Yuxi,1,7,0,0,0,0,0,0,0,0,1,0,2,1,0,7
3571,16755,云南省,大理白族自治州,剑川县,-1,41,3,0,4,1,-99,3,4,4,1,2,15000,2,6150,7,7500,1,-99,3,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Dali,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,7
3572,16756,云南省,玉溪市,新平彝族傣族自治县,-1,82,3,1,4,1,-99,-99,4,4,0,4,78000,3,-99,7,26000,3,-99,1.81,42.5,1,1,37.5,-99,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Yuxi,1,8,0,0,0,0,0,0,0,0,0,0,3,1,0,7
3573,16760,云南省,昭通市,巧家县,-1,34,1,0,9,1,-99,-99,1,5,2,1,10000,3,9500,7,3333.333333,1,1250,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Zhaotong,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,7
3574,16767,云南省,昆明市,寻甸回族彝族自治县,-1,39,3,0,4,1,3,3,4,3,1,1,10000,3,-99,7,3333.333333,3,1250,1.7,47.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Kunming,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,7
3575,16769,云南省,大理白族自治州,剑川县,1,57,3,0,4,1,-99,-99,4,4,1,3,50000,7,-99,7,7142.857143,3,-99,2.667,50,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,1,2.75,-99,6.5,4000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Dali,1,7,0,0,0,0,0,0,0,0,1,2,2,1,1,7
3576,16775,云南省,昭通市,巧家县,-1,26,2,0,-99,1,3,5,3,2,1,0,1000,4,800,7,250,2,150,2,63.75,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Zhaotong,1,2,0,0,0,0,0,0,1,0,0,2,0,0,1,7
3577,16776,云南省,昆明市,寻甸回族彝族自治县,-1,54,3,0,4,1,1,5,2,2,2,0,1000,6,2760,7,166.6666667,4,1250,1.008,58.125,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,1,0,0,0,0,1,Kunming,1,6,0,0,0,1,0,0,0,0,0,0,1,1,0,7
3578,16780,云南省,昭通市,巧家县,1,50,2,0,4,1,2,-99,3,2,1,1,10000,4,4000,7,2500,1,-99,2,90,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Zhaotong,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3579,16787,云南省,昆明市,寻甸回族彝族自治县,-1,30,3,1,5,3,-99,-99,2,3,2,3,30000,7,29500,2,4285.714286,3,1250,0.711,52.5,1,0.857,22.5,-99,1,-99,-99,-99,-99,3,-99,-99,-99,1,-99,-99,7.5,4000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Kunming,1,7,0,0,0,0,0,0,0,0,1,3,2,1,1,7
3580,16789,云南省,昆明市,寻甸回族彝族自治县,1,57,2,0,4,1,-99,-99,3,4,1,2,20000,4,8000,7,5000,3,-99,2.667,47.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Kunming,1,4,0,0,0,0,0,0,0,1,0,1,2,1,1,7
3581,16792,云南省,昭通市,巧家县,-1,60,2,0,4,1,3,2,3,3,1,1,10000,2,-99,7,5000,1,-99,3,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Zhaotong,1,6,0,0,0,1,0,0,0,0,0,0,2,1,0,7
3582,16798,云南省,大理白族自治州,剑川县,1,36,4,0,4,1,2,5,4,4,2,7,-99,6,-99,7,1666666.333,2,1500,3,22.5,1,3,-99,-99,1,-99,-99,-99,-99,2,-99,-99,-99,1,2.25,-99,7.5,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dali,1,7,0,0,0,0,0,0,0,0,1,2,2,1,1,7
3583,16800,云南省,昭通市,巧家县,1,27,2,0,4,2,-99,2,4,4,2,1,9000,3,3000,7,3000,2,950,2,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Zhaotong,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3584,16802,云南省,昭通市,巧家县,-1,31,2,0,4,1,3,-99,2,3,1,7,-99,5,6000,7,1999999.6,3,-99,3,42.5,1,1,37.5,1,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Zhaotong,1,7,0,0,0,0,0,0,0,0,1,1,2,1,1,7
3585,16804,云南省,玉溪市,新平彝族傣族自治县,-1,37,2,0,4,3,-99,2,4,4,1,1,10000,2,12000,7,5000,2,600,1.05,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
3586,16807,云南省,大理白族自治州,剑川县,-1,48,3,0,4,1,2,-99,3,4,1,3,30000,5,20000,7,6000,5,-99,2.107,30,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Dali,1,7,0,0,0,0,0,0,0,0,1,1,0,0,1,7
3587,16809,云南省,玉溪市,新平彝族傣族自治县,1,36,3,0,4,2,-99,-99,4,2,1,2,20000,6,60000,7,3333.333333,6,600,1.572,41.25,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,7,0,0,0,0,0,0,0,0,1,2,1,1,1,7
3588,16813,云南省,昭通市,巧家县,1,37,2,0,4,6,-99,-99,4,4,0,1,6000,4,12500,7,1500,2,600,2,52.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,1,0,0,0,0,0,0,1,1,Zhaotong,1,7,0,0,0,0,0,0,0,0,1,3,0,0,1,7
3589,16822,云南省,昆明市,寻甸回族彝族自治县,-1,44,3,0,4,1,-99,2,4,5,0,2,12000,3,25000,7,4000,3,900,2.011,37.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Kunming,1,7,0,0,0,0,0,0,0,0,1,1,1,1,1,7
3590,16828,云南省,昆明市,寻甸回族彝族自治县,-1,47,2,0,4,1,-99,3,2,4,1,3,50000,2,10000,7,25000,3,1500,2.143,47.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Kunming,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3591,16847,云南省,玉溪市,新平彝族傣族自治县,1,45,1,0,-99,1,-99,-99,4,4,1,1,5000,2,6300,7,2500,2,1250,3,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3592,16851,云南省,昭通市,巧家县,-1,63,3,0,4,3,-99,2,4,4,0,7,-99,2,2000,7,4999998.5,2,1250,2,45,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Zhaotong,1,6,0,0,0,1,0,0,0,0,0,0,2,1,0,7
3593,16854,云南省,玉溪市,新平彝族傣族自治县,1,61,2,0,4,1,2,-99,2,3,0,7,-99,4,-99,7,2499999.75,2,-99,2.5,90,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,7
3594,16855,云南省,昭通市,巧家县,-1,23,2,0,8,1,3,2,4,4,0,3,30000,5,23200,7,6000,3,1250,1.678,32.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Zhaotong,1,7,0,0,0,0,0,0,0,0,1,3,0,0,1,7
3595,16860,云南省,玉溪市,新平彝族傣族自治县,-1,68,2,0,-99,1,2,-99,4,4,0,2,20000,5,26700,7,4000,3,1250,2.033,32.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Yuxi,1,7,0,0,0,0,0,0,0,0,1,2,2,1,1,7
3596,16868,云南省,大理白族自治州,剑川县,1,18,3,0,5,4,-99,3,3,4,1,7,-99,2,-99,7,4999999,7,1200,1.275,37.5,1,1,15,2,1,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,1,0,0,0,0,0,0,0,Dali,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3597,16869,云南省,昆明市,寻甸回族彝族自治县,1,34,1,0,4,2,3,-99,5,5,1,1,8000,6,1700,7,1333.333333,2,400,2,22.5,0,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Kunming,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,7
