,NumVehicle_codes,TVtime_codes,IF_coupleA,Reno_WindowGlass_codes,IF_existChildren,WindowFrame_codes,GlassType_codes,IF_existElderly,SummerSunshine_codes,NumWaterHeater_list,Reno_OtherHeatInsu_codes,NumTV_list,gender_codes,NumAC_list,IF_single_elderly,IF_singleWithChildren,elderNumber,Weektime_list,percapita_HouseholdEmission,expenditure_percapita,IF_grandparentKids,IF_bigFamily,HouseAge_codes,NumCookingEquip_list,IF_coupleWithChildren,Cookingtime_codes,family_size,IF_couple_elderly,NumPC_list,childrenNumber,NumWashMach_list,IF_singleAE,demographicType,ages_mean,NumDryer_list,income_percapita,expenditure_list,WinterSunshine_codes,IF_singleA,income_list,Reno_WindowGap_codes,Reno_Wall_codes,cluster
2540,0,3.0,1,6.0,0,0.0,0.0,0,2.0,1,6.0,1,0,0,0,0,0,7,706.94241875,20000.0,0,0,5.0,3,0,2.0,2,0,0,0,1,0,1,48.0,0,30000.0,40000.0,1.0,0,60000,6.0,6.0,1
2541,0,1.0,0,4.0,1,0.0,0.0,1,7.0,0,4.0,1,0,0,0,0,2,7,206.1225034,3000.0,0,1,6.0,1,0,1.0,5,0,0,1,1,0,7,36.8,0,7000.0,15000.0,6.0,0,35000,4.0,6.0,0
2542,0,1.0,0,6.0,0,3.0,3.0,1,7.0,0,6.0,1,0,0,0,0,1,7,881.9414085000001,4050.0,0,0,2.0,3,0,4.0,2,1,0,0,0,0,6,49.0,0,4000.0,8100.0,6.0,0,8000,5.0,6.0,0
2543,1,1.0,0,4.0,0,0.0,0.0,0,7.0,1,6.0,1,0,1,0,0,0,7,341.92531742,5000.0,0,1,6.0,1,0,2.0,5,0,1,0,1,0,7,33.8,0,10000.0,25000.0,5.0,0,50000,6.0,6.0,0
2545,0,3.0,0,5.0,1,0.0,1.0,1,5.0,0,5.0,1,0,1,0,0,1,7,558.1360041943333,5333.333333,0,0,4.0,3,1,4.0,3,0,1,1,1,0,2,40.66666667,0,16666.66667,16000.0,3.0,0,50000,5.0,5.0,0
2546,0,3.0,0,6.0,1,1.0,0.0,1,6.0,1,6.0,1,0,1,0,0,1,7,234.18574912857144,5714.285714,0,1,5.0,1,0,2.0,7,0,1,2,1,0,7,32.57142857,0,6291.428571,40000.0,4.0,0,44040,6.0,6.0,0
2547,0,3.0,0,6.0,1,0.0,0.0,0,8.0,1,6.0,1,1,1,0,0,0,7,144.260626611,14500.0,0,0,6.0,4,1,0.0,3,0,0,1,1,0,2,33.0,0,16666.66667,43500.0,7.0,0,50000,5.0,6.0,0
2548,0,2.0,0,6.0,0,2.0,0.0,1,7.0,1,6.0,1,1,1,0,0,2,7,1642.61728396,2500.0,0,0,6.0,4,0,2.0,2,1,0,0,1,0,6,59.0,0,5000.0,5000.0,2.0,0,10000,6.0,6.0,0
2550,0,4.0,0,6.0,1,2.0,0.0,1,4.0,1,4.0,1,1,1,0,0,2,7,326.863368176,16000.0,0,1,5.0,1,0,2.0,5,0,1,1,1,0,7,37.2,0,16000.0,80000.0,4.0,0,80000,6.0,0.0,0
2552,0,3.0,0,6.0,1,0.0,1.0,1,8.0,1,3.0,1,1,3,0,0,2,7,261.1239644594,4000.0,0,1,5.0,2,0,1.0,5,0,1,1,1,0,7,42.0,1,16000.0,20000.0,8.0,0,80000,3.0,3.0,0
2554,0,3.0,1,6.0,0,2.0,0.0,0,8.0,1,6.0,2,0,1,0,0,0,7,772.5575872995001,7500.0,0,0,6.0,6,0,0.0,2,0,1,0,1,0,1,54.0,0,17500.0,15000.0,6.0,0,35000,6.0,6.0,0
2555,1,1.0,0,4.0,0,0.0,1.0,0,8.0,2,5.0,2,1,1,0,0,0,7,805.6033525166666,21333.33333,0,0,6.0,5,0,5.0,3,0,1,0,1,0,9,37.33333333,0,16666.66667,64000.0,6.0,0,50000,5.0,5.0,0
2556,0,4.0,0,6.0,1,0.0,0.0,1,7.0,0,6.0,1,0,0,0,0,1,7,98.88377851449998,2616.666667,0,1,7.0,2,0,1.0,6,0,0,1,1,0,7,32.16666667,0,10000.0,15700.0,5.0,0,60000,6.0,6.0,0
2557,0,1.0,0,6.0,1,2.0,0.0,1,1.0,1,6.0,2,0,2,0,0,2,7,270.02768876,10000.0,1,0,7.0,1,0,2.0,3,0,0,1,1,0,4,48.66666667,0,12333.33333,30000.0,0.0,0,37000,5.0,6.0,0
2558,0,2.0,0,6.0,1,0.0,0.0,1,8.0,1,6.0,1,0,1,0,0,2,7,379.005455426,2900.0,0,1,5.0,2,0,1.0,5,0,1,1,1,0,7,50.2,0,16000.0,14500.0,8.0,0,80000,6.0,6.0,0
2559,0,0.0,0,6.0,1,0.0,0.0,1,4.0,0,6.0,1,0,0,0,0,2,7,60.509431388333326,1683.333333,0,1,4.0,1,0,2.0,6,0,0,2,1,0,7,35.0,0,6666.666667,10100.0,3.0,0,40000,6.0,6.0,0
2560,0,1.0,0,6.0,0,1.0,3.0,1,5.0,0,6.0,1,0,0,0,0,2,7,974.6047865,7500.0,0,0,0.0,1,0,1.0,2,1,0,0,1,0,6,63.0,0,0.0,15000.0,4.0,0,0,6.0,6.0,0
2561,0,5.0,0,6.0,0,0.0,1.0,0,8.0,1,6.0,1,1,1,0,0,0,7,525.2575933333333,10000.0,0,0,5.0,3,0,2.0,3,0,0,0,1,0,9,36.0,0,33333.33333,30000.0,8.0,0,100000,6.0,6.0,1
2562,0,3.0,0,6.0,0,2.0,0.0,1,3.0,1,6.0,1,0,0,1,0,1,7,2450.3297158,5000.0,0,0,3.0,2,0,1.0,1,0,1,0,0,1,5,70.0,0,0.0,5000.0,3.0,0,0,6.0,6.0,0
2563,0,1.0,0,6.0,1,0.0,0.0,0,8.0,1,6.0,1,1,1,0,0,0,7,558.82472763,7333.333333,0,0,6.0,4,1,1.0,3,0,0,1,1,0,2,27.0,0,8333.333333,22000.0,7.0,0,25000,6.0,6.0,0
2564,0,2.0,0,6.0,1,1.0,0.0,1,6.0,0,6.0,1,0,0,0,0,2,7,244.65159283333327,1833.333333,0,1,6.0,2,0,1.0,6,0,0,1,0,0,7,42.5,0,1666.666667,11000.0,8.0,0,10000,6.0,6.0,0
